FID,OBJECTID,DM_REF,LTBREFNO,CATEGORY,DATE_LISTED,STAT_LISTING,HSREF,SHAPE,SE_ANNO_CAD_DATA
LISTEDBUILDINGS.1567,1567,,C127,A,04/02/1965,"Nethergate House, 158 Nethergate, incl boundary walls & railings",25458,"MULTIPOLYGON (((339982.3 729876.800000001, 339978 729873.4, 339978.35 729873, 339972.76 729868.609999999, 339972.99 729868.310000001, 339977.26 729862.880000001, 339982.61 729867.08, 339984.52 729864.640000001, 339996.4 729873.970000001, 339994.54 729876.33, 339999.98 729880.67, 339995.5 729886.4, 339990.4 729882.300000001, 339989.9 729882.699999999, 339985.2 729879, 339982.3 729876.800000001)), ((339983.5 729847.6, 339983.7486 729847.938899999, 339959.1779 729880.795499999, 339964.9775 729884.2423, 339983.2721 729895.3906, 339988.3095 729898.478700001, 339991.1847 729895.021199999, 339993.2955 729892.801200001, 339996.040300001 729890.7216, 339997.6264 729889.7805, 340001.0904 729885.3857, 340002.4243 729882.908299999, 340003.3767 729880.463500001, 340003.8536 729878.144099999, 340003.9954 729875.9871, 340003.8536 729873.5704, 340003.0128 729865.887700001, 339992.4811 729853.426100001, 339992.78 729853.17, 340003.38 729865.699999999, 340003.46 729866.369999999, 340003.59 729867.49, 340003.7 729868.380000001, 340003.82 729869.369999999, 340004.44 729874.640000001, 340004.47 729875.34, 340004.46 729876.060000001, 340004.43 729876.76, 340004.36 729877.470000001, 340004.27 729878.18, 340004.12 729879.02, 340003.86 729880.109999999, 340003.51 729881.17, 340002.85 729882.9, 340002.4 729883.93, 340001.61 729885.5, 340000 729887.51, 339997.85 729890.18, 339996.35 729891, 339995.55 729891.6, 339994.4 729892.449999999, 339994.15 729892.6, 339993.05 729893.6, 339992.9 729893.800000001, 339992.35 729894.300000001, 339991.8 729894.949999999, 339989.15 729898.050000001, 339988.7 729898.6, 339988.4 729899, 339986.4 729897.800000001, 339983.1 729895.75, 339964.85 729884.550000001, 339962.8 729883.25, 339961.6 729882.550000001, 339958.6 729880.85, 339967.55 729868.949999999, 339969.75 729866, 339983.5 729847.6)))",
LISTEDBUILDINGS.1581,1581,,B199,A,10/02/1991,"St Stephens West Church, 96 Dundee Road, incl enclosing wall, gatepiers & dies",25932,"MULTIPOLYGON (((345759.35 730990.75, 345756.15 730991.75, 345756.35 730992.300000001, 345755.65 730992.5, 345755.45 730991.949999999, 345754.75 730992.15, 345754.5 730991.35, 345755.25 730991.15, 345753.8 730986.550000001, 345753.3 730986.699999999, 345753.1 730986.1, 345753.7 730985.9, 345753.45 730985.199999999, 345754.1 730985, 345754.3 730985.6, 345755.65 730985.16, 345756.62 730984.85, 345757.25 730984.65, 345756.88 730983.460000001, 345756.57 730982.480000001, 345755.9 730980.35, 345759.5 730979.199999999, 345759.05 730977.75, 345767.05 730975.25, 345769.15 730974.59, 345771.71 730973.789999999, 345774.85 730972.800000001, 345778.4 730984.300000001, 345779.0813 730984.072899999, 345779.4 730984.800000001, 345778.65 730985.050000001, 345778.85 730985.699999999, 345778.1 730985.949999999, 345777.85 730985.25, 345774.2 730986.4, 345776.8 730994.85, 345777.45 730994.65, 345778.3 730997.25, 345777.6 730997.449999999, 345778.6 731000, 345778.9 731000.800000001, 345778.22 731001.029999999, 345777.99 731000.44, 345775.4 731001.199999999, 345775.7 731002.4, 345775.2 731002.550000001, 345774.8 731001.35, 345773.55 731001.75, 345774.03 731003.33, 345774.25 731004.16, 345769.94 731005.460000001, 345769.9 731005.35, 345769.7 731004.65, 345769.25 731003.050000001, 345767.65 731003.5, 345767.95 731004.6, 345767.15 731004.85, 345766.85 731003.699999999, 345764.45 731004.4, 345764.75 731005.25, 345764.1 731005.449999999, 345763.85 731004.65, 345763 731004.9, 345762.75 731004.1, 345763.55 731003.85, 345763.2 731002.75, 345762.61 731000.890000001, 345762.33 731000, 345760.75 730995.300000001, 345760.1 730995.5, 345759.85 730994.65, 345760.5 730994.4, 345759.35 730990.75)), ((345729.45 730946.65, 345731.36 730945.34, 345732.95 730944.35, 345749.84 730933.359999999, 345750.37 730937.310000001, 345751.2 730944.050000001, 345751.97 730950.42, 345752.84 730957.51, 345753.65 730964.15, 345754.1 730967.800000001, 345754.55 730970.5, 345777.2 730963.949999999, 345784.45 730961.77, 345784.85 730965.19, 345786.8 730982.15, 345787.15 730985.699999999, 345787.35 730988.65, 345787.75 730991.4, 345788.65 730999.25, 345788.83 731000, 345789.8 731006.550000001, 345790.1 731008.050000001, 345789.1 731009.9, 345787.58 731010.390000001, 345784.46 731011.4, 345763.96 731017.98, 345763.8172 731017.673599999, 345787.3697 731010.0156, 345788.7225 731009.489600001, 345789.474 731008.1368, 345789.2486 731006.708900001, 345787.2946 730991.3028, 345784.0631 730962.444499999, 345754.0024 730971.086999999, 345749.5684 730934.0748, 345729.9162 730946.850500001, 345730.5175 730948.7294, 345740.0617 730976.685799999, 345742.8424 730984.464, 345747.5769 730999.870100001, 345753.822 731020.6796, 345760.4354 731018.6505, 345760.7 731019, 345753.64 731021.220000001, 345750.35 731010.949999999, 345747.23 731000, 345742.4 730984.65, 345740.96 730980.51, 345740.5 730979.199999999, 345740.33 730978.73, 345739.33 730975.93, 345739.15 730975.44, 345738.19 730972.67, 345729.9 730948.6, 345729.45 730946.65)), ((345779.08 730984.07, 345779.15 730984.050000001, 345779.0813 730984.072899999, 345779.08 730984.07)))",
LISTEDBUILDINGS.1582,1582,,B154,A,29/10/1991,"Eastern Primary, 2 Whinnybrae, incl wall, gates, playsheds.",25887,"MULTIPOLYGON (((346602.28 730977.19, 346604.3 730983.75, 346603.25 730984.1, 346604.85 730989.25, 346606.7 730988.65, 346607.45 730991.1, 346605.9 730991.550000001, 346607.75 730997.449999999, 346600 731000, 346601.85 731005.4, 346602.15 731005.300000001, 346603.05 731008.050000001, 346588.6 731012.949999999, 346586.05 731005.449999999, 346588.01 731004.789999999, 346589.3 731004.35, 346587.75 731000, 346586.9 730997.4, 346585.65 730997.800000001, 346584.3 730993.449999999, 346585.45 730993.1, 346578.1 730969.300000001, 346576.35 730969.85, 346575.2 730966, 346576.75 730965.5, 346574.2 730957.35, 346582.2 730954.9, 346582.35 730955.25, 346585.16 730954.380000001, 346594.65 730951.449999999, 346597.65 730961.199999999, 346595.95 730961.699999999, 346597.55 730967, 346599 730966.550000001, 346602.28 730977.19)), ((346605.7 730973.550000001, 346614.71 730970.92, 346614.35 730969.699999999, 346613.86 730964.59, 346612.7413 730953.289000001, 346563.337 730937.619000001, 346561.4869 730938.4824, 346572.711 730972.8332, 346593.1859 731037.217900001, 346599.4763 731040.0548, 346599.55 731040.75, 346592.85 731037.75, 346589.42 731027.33, 346588.25 731023.550000001, 346586.5 731018.25, 346586.15 731016.949999999, 346574.8 730981.65, 346566.85 730957.65, 346560.7 730938.050000001, 346563.2 730937.1, 346612.68 730952.67, 346616.75 730953.99, 346617.32 730960.26, 346617.69 730964.300000001, 346618.12 730969.1, 346618.15 730969.4, 346619.43 730973.32, 346622.4 730982.480000001, 346624.34 730988.449999999, 346624.78 730989.779999999, 346621.35 730990.9, 346618.85 730983.550000001, 346616 730974.5, 346615.85 730974.550000001, 346615.44 730973.25, 346606.4 730975.960000001, 346605.7 730973.550000001)))",
LISTEDBUILDINGS.1583,1583,,B090,A,08/05/1985,"Gray Street, Railway Station Inc Bridge, subway,signal box & level crossing",25823,"POLYGON ((346304.2 730946.1, 346303.2 730942.4, 346307.4962 730941.3343, 346304.97 730933.58, 346296.9 730936.050000001, 346270.2 730944.75, 346268 730938.1, 346271.9 730936.9, 346271.5729 730935.8938, 346292.92 730929.02, 346295.92 730928.039999999, 346295.4 730926.25, 346304.65 730923.6, 346304.74 730923.9, 346306.8 730931.1, 346309.73 730930.390000001, 346309.85 730930.75, 346321.5 730927.25, 346323.35 730935.699999999, 346320.98 730936.44, 346312.13 730939.220000001, 346309 730940.199999999, 346309.15 730940.800000001, 346309.78 730942.949999999, 346310.2 730944.4, 346304.2 730946.1))",
LISTEDBUILDINGS.1584,1584,,B152,A,04/02/1965,"St Lukes & Queen St Church, West Queen Street",25885,"POLYGON ((345663.65 731176.1, 345663.85 731178.300000001, 345662.9 731180.35, 345660.8 731180.449999999, 345659.05 731178.85, 345658.9 731177.199999999, 345658.05 731177.300000001, 345658 731176.6, 345658.95 731176.5, 345658.75 731174.199999999, 345657.65 731174.300000001, 345657.55 731173.1, 345658.55 731173, 345657.8 731165.050000001, 345656.8 731165.15, 345656.75 731164.25, 345657.35 731164.199999999, 345657.3 731163.699999999, 345656.65 731163.25, 345656.55 731162.15, 345657.05 731162.1, 345656.7 731158.300000001, 345656.2 731158.35, 345656.1 731157.4, 345656.75 731157.300000001, 345656.65 731156.380000001, 345657.24 731156.32, 345657.35 731157.35, 345661.25 731157, 345661.13 731155.98, 345661.93 731155.92, 345662.05 731156.75, 345662.65 731156.699999999, 345662.75 731157.5, 345661.85 731157.6, 345662.15 731160.949999999, 345662.9 731160.85, 345662.95 731161.6, 345665.1 731161.35, 345665.05 731160.65, 345666 731160.550000001, 345666.05 731161.199999999, 345668.3 731161, 345668.2 731160.35, 345668.85 731160.25, 345668.95 731161, 345671.4 731160.75, 345671.3 731159.85, 345672 731159.75, 345672.1 731160.6, 345674.43 731160.35, 345674.25 731158.15, 345673.45 731158.25, 345673.35 731157.25, 345673.9 731157.199999999, 345673.85 731156.6, 345674.65 731156.5, 345674.75 731157.25, 345681.9 731156.550000001, 345681.8 731155.550000001, 345682.5 731155.5, 345682.6 731156.35, 345683.45 731156.300000001, 345683.55 731157.15, 345682.7 731157.25, 345682.8 731158.4, 345687 731158.050000001, 345687.4 731162.300000001, 345689.3 731162.800000001, 345690.9 731165.1, 345691.15 731167.9, 345702.1 731166.65, 345703 731176.5, 345698.85 731176.949999999, 345699.65 731184.75, 345695.7 731185.15, 345697.5 731202.65, 345687.6 731203.699999999, 345685.7 731185.050000001, 345690.1 731184.6, 345689.65 731180.25, 345695.15 731179.699999999, 345694.99 731177.42, 345694.9 731176.050000001, 345684.75 731177, 345684.85 731177.75, 345676.15 731178.6, 345675.8 731174.949999999, 345663.65 731176.1))",
LISTEDBUILDINGS.1585,1585,,B217,A,20/08/1984,"Aystree, 26 Victoria Road, incl conservatory, wall & gatepiers",25950,"MULTIPOLYGON (((345494.28 731357.050000001, 345494.75 731362.800000001, 345497.95 731362.550000001, 345499.15 731377.800000001, 345494.65 731378.17, 345489.5 731378.550000001, 345489.45 731377.699999999, 345475.65 731378.75, 345474.85 731368.4, 345473.15 731368.5, 345472.85 731364.9, 345475.9 731364.65, 345475.65 731361.300000001, 345474.1 731361.449999999, 345473.7 731356.25, 345475.15 731356.15, 345475.1 731355.15, 345476.35 731355.050000001, 345476.25 731354.050000001, 345481.9 731353.6, 345482.5 731352.6, 345483.74 731352.5, 345483.6 731351.199999999, 345484.7 731351.140000001, 345484.83 731352.4, 345486.25 731352.300000001, 345487.05 731353, 345488.3 731352.9, 345488.7 731352.050000001, 345491.4 731351.85, 345492.4 731352.5, 345493.9 731352.35, 345493.65 731350.800000001, 345494.46 731350.710000001, 345496.7 731350.449999999, 345496.85 731349.9, 345497.05 731349.449999999, 345497.5 731349, 345497.9 731348.75, 345500 731348.550000001, 345501.45 731349.449999999, 345501.5 731350.199999999, 345504.58 731349.9, 345506.05 731349.800000001, 345507.5 731366.6, 345505.97 731366.75, 345502.85 731367, 345502.55 731363.25, 345500.8 731363.4, 345500.75 731362.550000001, 345500 731362.550000001, 345499.55 731362.5, 345498.85 731356.5, 345494.28 731357.050000001)), ((345454.95 731295.25, 345455.55 731295.15, 345456.2 731295.199999999, 345456.8 731295.35, 345457.4 731295.550000001, 345457.95 731295.800000001, 345458.85 731296.25, 345464.5 731293.15, 345464.5 731293.5, 345464.6 731293.85, 345464.25 731294.02, 345463.32 731294.480000001, 345459.9 731296.16, 345459.2 731296.5, 345458.8377 731296.6423, 345457.9047 731296.0704, 345456.5503 731295.558700001, 345455.3163 731295.4684, 345455.4066 731297.5151, 345462.1152 731379.426999999, 345463.4684 731398.2367, 345462.9 731398.199999999, 345462.68 731398.140000001, 345462.59 731396.890000001, 345462.45 731395.1, 345461.46 731381.65, 345461.32 731379.84, 345460.45 731368.050000001, 345458 731336.15, 345456.65 731317.699999999, 345455.5 731303.5, 345454.95 731295.25)))",
LISTEDBUILDINGS.1587,1587,,W129,A,04/02/1965,1-32 Springfield,25678,"POLYGON ((339356.35 729803.6, 339349.75 729813.5, 339345.4 729820.050000001, 339341.3 729826.300000001, 339337.25 729832.4, 339333.15 729838.6, 339329.2 729844.6, 339325.2 729850.550000001, 339321.15 729856.699999999, 339317.1 729862.800000001, 339313.35 729868.550000001, 339309.5 729874.300000001, 339309.65 729874.4, 339309.9 729874.550000001, 339310.15 729874.6, 339310.4 729874.699999999, 339310.6 729874.800000001, 339311.8355 729875.497500001, 339311.4 729876.300000001, 339311.05 729877, 339323.2 729884.85, 339324.9 729885.9, 339326.4 729883.75, 339331.3 729876.449999999, 339335.65 729870.050000001, 339340 729863.65, 339344.55 729857, 339349.15 729850.199999999, 339353.6 729843.6, 339358.15 729836.949999999, 339362.8 729830.15, 339367.4 729823.35, 339371.9 729816.699999999, 339376.35 729810.15, 339381.4 729802.699999999, 339387.7 729793.6, 339394.75 729795.6, 339401.2 729797.4, 339407.45 729799.25, 339408 729799.4, 339408.35 729799, 339409 729798.449999999, 339409.55 729798.199999999, 339409.8 729798.15, 339410.1011 729798.117799999, 339410.35 729798.15, 339410.6 729798.199999999, 339410.95 729798.300000001, 339411.35 729798.6, 339411.65 729798.949999999, 339411.8 729799.1, 339411.8 729799.25, 339411.9 729799.800000001, 339411.75 729800.449999999, 339414.55 729801.25, 339413.25 729806.050000001, 339413.2 729806.199999999, 339407.35 729814.699999999, 339404.5 729813.800000001, 339406.15 729811.35, 339404.3 729810.800000001, 339401.35 729809.800000001, 339400.95 729811.4, 339397.45 729810.449999999, 339395.75 729810, 339394.15 729809.5, 339394.6 729807.800000001, 339391.45 729806.85, 339391.25 729806.85, 339390 729806.449999999, 339389.5 729808.199999999, 339389.4 729808.4, 339386.9 729812.15, 339388.35 729813.199999999, 339387.35 729814.699999999, 339386 729816.699999999, 339383 729821.25, 339389 729825.25, 339387.5 729827.4, 339384.4 729825.35, 339382.55 729824.050000001, 339381.6 729823.4, 339379.9 729826.050000001, 339383 729828.15, 339381 729831, 339377.8 729828.85, 339377.15 729829.9, 339376.3 729831.199999999, 339375.6 729832.199999999, 339373.4 729835.65, 339375.9 729837.25, 339375 729838.550000001, 339372.5 729836.800000001, 339370.85 729839.25, 339368.1 729843.4, 339367.4 729844.449999999, 339363.6 729850.199999999, 339359.3 729856.699999999, 339355.8 729861.9, 339356.9 729862.6, 339358.8 729863.9, 339357.75 729865.5, 339357 729865, 339355.5 729867.1, 339353.2 729865.65, 339350.2 729870.15, 339347.4 729874.300000001, 339349.8 729875.9, 339349.95 729876.050000001, 339348.4 729878.300000001, 339346.65 729880.949999999, 339344 729879.199999999, 339338.35 729887.75, 339340.9 729889.4, 339339.15 729892.15, 339330.6 729886.449999999, 339329 729889, 339327.8 729888.199999999, 339323.8 729894.050000001, 339321.95 729892.949999999, 339320.15 729891.800000001, 339318.35 729894.550000001, 339308.3 729888.050000001, 339307.6 729889, 339298.35 729884.4, 339299.75 729882.199999999, 339296.55 729880.15, 339294.5 729878.85, 339289.65 729875.800000001, 339295.2 729867.1, 339298.6873 729869.331900001, 339299.43 729868.08, 339299.65 729867.75, 339302.4 729863.65, 339303.6 729861.9, 339305.55 729858.949999999, 339307.3 729856.4, 339309.65 729852.85, 339311.4 729850.199999999, 339313 729847.9, 339315.55 729844.15, 339318.1 729840.300000001, 339319.5 729838.15, 339320.6 729836.550000001, 339323.55 729832.15, 339326.2 729828.15, 339327.6 729826.15, 339328.8 729824.300000001, 339330.75 729821.4, 339331.65 729820.050000001, 339335.8 729813.800000001, 339333.8 729812.550000001, 339334.8 729811, 339336.83 729812.25, 339338.57 729809.699999999, 339340.15 729810.699999999, 339341.95 729808.15, 339338.2 729805.800000001, 339336.5 729804.699999999, 339332.7 729802.300000001, 339330.2 729801.199999999, 339328.1 729800.300000001, 339325.8 729799.25, 339327.85 729796, 339330.15 729792.449999999, 339331.55 729790.300000001, 339338.85 729792.949999999, 339344.6 729796.6, 339350.1 729800.15, 339350.35 729799.800000001, 339356.35 729803.6))",
LISTEDBUILDINGS.1588,1588,,M017,A,18/05/1987,"Former Mill, Edward St",25003,"POLYGON ((339042.84 730369.779999999, 339041.63 730369.880000001, 339041.2 730364.449999999, 339038.65 730364.65, 339038.8 730366.15, 339020.39 730367.59, 339019.32 730354.230000001, 339022.01 730354.02, 339021.76 730350.92, 339025.05 730350.66, 339024.64 730344.85, 339023.86 730344.91, 339023.01 730344.960000001, 339022.17 730345.02, 339021.32 730345.08, 339019.9 730345.18, 339011 730345.800000001, 339010.92 730345.470000001, 339010.7 730342.949999999, 339009.89 730333.67, 339010.39 730333.57, 339009.73 730322.949999999, 339015.97 730322.210000001, 339035.89 730320.65, 339038.48 730320.449999999, 339047.65 730319.730000001, 339049.24 730319.6, 339051.04 730319.460000001, 339066.82 730318.23, 339067.57 730318.17, 339070.26 730317.960000001, 339070.96 730317.9, 339075.84 730317.52, 339076.79 730317.449999999, 339083.77 730316.9, 339085.71 730316.75, 339093.19 730316.16, 339102.36 730315.44, 339102.9 730322.16, 339103.44 730328.810000001, 339103.97 730335.43, 339104.5 730342.029999999, 339104.89 730347.029999999, 339105.09 730349.529999999, 339105.24 730349.52, 339106.43 730364.779999999, 339093.52 730365.800000001, 339080.11 730366.85, 339066.67 730367.91, 339052.61 730369.01, 339042.84 730369.779999999))",
LISTEDBUILDINGS.1589,1589,,M008,A,04/10/1985,"The Coffin Mill, Logie Works, 205 Brook Street, Lower Pleasance & Brewery Lane",24956,"POLYGON ((339152.5959 730418.8178, 339166.4 730429.4, 339155.5928 730436.543500001, 339158.82 730439.050000001, 339187.36 730418.99, 339190.72 730416.630000001, 339193.01 730415.02, 339196.44 730412.6, 339209.37 730403.52, 339210.84 730411.91, 339156.53 730450.82, 339128.53 730429.74, 339129.22 730429.42, 339128.12 730426.6, 339122.26 730412.84, 339192.28 730381.039999999, 339204.96 730377.550000001, 339207.13 730390.49, 339188.3 730398.84, 339132.89 730423.43, 339134.49 730427, 339140.02 730424.460000001, 339152.5959 730418.8178))",
LISTEDBUILDINGS.1590,1590,,M055,A,18/05/1987,"Verdant Works, 27 West Hendersons Wynd & Return Elevation to Miln St",25140,"POLYGON ((339506.3 730403.25, 339500 730401.9, 339486.22 730398.68, 339486.95 730395.6, 339484.2 730394.890000001, 339487.2 730383.619999999, 339500 730386.75, 339502.19 730387.24, 339503.65 730381.199999999, 339505.4 730365.300000001, 339500.8 730364.800000001, 339500 730367.300000001, 339499.45 730369.199999999, 339497.75 730368.75, 339495.95 730375.85, 339489.7 730374.199999999, 339492.5 730364.1, 339495.46 730354.16, 339500 730354.65, 339500.81 730354.730000001, 339545.9 730359.35, 339543.6 730382.15, 339540 730397.6, 339537.78 730407.35, 339537.7 730407.720000001, 339537.09 730410.4, 339506.3 730403.25))",
LISTEDBUILDINGS.1591,1591,,N107,A,04/02/1965,"St Marys RC Church & Presbytery, 41 High St, Lochee",25338,"POLYGON ((338000 731422.480000001, 337993.55 731442.85, 337992 731443.85, 337990.2 731443.25, 337989.95 731444.15, 337986.22 731442.9, 337985.45 731442.640000001, 337983.1 731441.85, 337982.6 731440.65, 337980.02 731439.82, 337979.65 731439.699999999, 337979.79 731439.26, 337990.1 731407.85, 337990.5 731406.85, 337990.85 731406.449999999, 337991.05 731406.199999999, 337991.35 731405.949999999, 337991.65 731405.800000001, 337991.9 731405.75, 337992.2 731405.699999999, 337992.5 731405.699999999, 337992.7 731405.699999999, 337992.7 731405.75, 337993.1 731405.85, 337993.3 731406, 337993.5 731406.1, 337993.65 731406.25, 337994.05 731406.449999999, 337994.2 731406.5, 337994.5 731405.550000001, 337994.75 731404.800000001, 337995 731404.35, 337995.3 731403.949999999, 337995.6 731403.6, 337995.85 731403.4, 337996.45 731403.1, 337996.8 731403, 337997.1 731402.949999999, 337997.45 731402.9, 337998.05 731402.9, 337998.3 731402.949999999, 337998.7 731403.050000001, 337999.05 731403.199999999, 337999.4 731403.4, 337999.6 731403.550000001, 338000 731403.949999999, 338000.3 731404.300000001, 338000.5 731405.800000001, 338002.14 731406.289999999, 338003.25 731402.75, 338003.15 731402.35, 338002.9 731401.949999999, 338002.8 731401.449999999, 338002.8 731401, 338003.25 731400.050000001, 338003.7 731399.699999999, 338004.4 731399.449999999, 338006.22 731393.85, 338006.95 731393.4, 338006.8 731393.1, 338020.4 731384.550000001, 338020.5 731384.949999999, 338017.69 731393.41, 338014.61 731402.699999999, 338012.5 731409.07, 338010.88 731413.949999999, 338006.1 731412.5, 338005.6 731413.9, 338003 731413.25, 338000 731422.480000001))",
LISTEDBUILDINGS.1592,1592,,W060,A,04/02/1965,"Seymour Lodge incl wall & railings, 259 Perth Rd & Seymour St",25542,"POLYGON ((338476.5 729859.1, 338479.4 729859.25, 338479.6 729853.65, 338482 729853.75, 338482 729852.85, 338486.35 729853, 338486.3 729853.9, 338488.2 729854.050000001, 338488.2 729853.65, 338493.95 729853.800000001, 338493.8 729856.550000001, 338495 729856.550000001, 338494.8 729861.199999999, 338493.75 729861.199999999, 338493.6 729866.300000001, 338498.9262 729866.442700001, 338499.7742 729863.790999999, 338509.0214 729838.953199999, 338507.0558 729836.496200001, 338507.15 729836.050000001, 338507.4 729836.4, 338509.35 729838.85, 338500 729864, 338499.2 729866.449999999, 338497 729872.199999999, 338495.6 729876.050000001, 338493.2 729882.449999999, 338488.8 729894.949999999, 338488.5186 729894.950400001, 338492.984 729882.3389, 338496.7388 729872.195599999, 338494 729872.15, 338485 729871.800000001, 338485 729870.199999999, 338476.05 729869.9, 338476.5 729859.1))",
LISTEDBUILDINGS.1586,1586,,B205,A,04/02/1965,"Red Court, 17 Fairfield Road, incl sundial, lamp standard, gatepiers, boundary & garden walls",25938,"MULTIPOLYGON (((344544.4 731451.699999999, 344538.4 731450.25, 344539 731447.6, 344535.05 731446.65, 344534.75 731448, 344526.35 731446, 344526.65 731444.65, 344524.95 731443, 344525.5 731440.699999999, 344527.65 731440.1, 344528.3 731437.25, 344530.75 731437.800000001, 344531.3 731435.449999999, 344530.6 731435.300000001, 344529.75 731434.25, 344530.45 731431.300000001, 344531.3 731430.800000001, 344532 731427.800000001, 344531.5 731427.050000001, 344532 731425.050000001, 344532.75 731424.699999999, 344533.45 731424, 344535.6 731424.5, 344536.25 731425.25, 344539.23 731425.949999999, 344541.63 731426.52, 344543.85 731427.050000001, 344544.2 731425.75, 344544.95 731425.949999999, 344546.7 731424.65, 344548.55 731425.050000001, 344549.5 731426.9, 344550.25 731427.1, 344548.65 731433.699999999, 344550.4 731434.1, 344549.05 731439.449999999, 344547.4 731439.050000001, 344544.4 731451.699999999)), ((344492.53 731453.029999999, 344492.25 731452.949999999, 344492.3147 731452.643100001, 344499.9362 731454.1414, 344536.7614 731461.074200001, 344555.6239 731464.4507, 344557.2562 731464.794399999, 344558.3301 731464.4507, 344559.2751 731463.591600001, 344559.5329 731462.6896, 344565.1171 731448.5142, 344571.4316 731432.6851, 344590.0743 731385.1031, 344590.6327 731382.096200001, 344588.2272 731377.156300001, 344566.5604 731372.7018, 344524.2062 731364.024800001, 344498.4672 731358.6768, 344489.0169 731404.1239, 344482.9212 731433.6118, 344482.63 731433.560000001, 344488.76 731404.130000001, 344498.29 731358.300000001, 344500 731358.65, 344556.55 731370.310000001, 344559.81 731370.980000001, 344560.61 731371.15, 344562.65 731371.57, 344578.31 731374.800000001, 344588.5 731376.9, 344590.19 731380.59, 344590.9 731382.15, 344590.4 731385.199999999, 344578.5 731415.25, 344571 731434.449999999, 344564.15 731451.82, 344561.01 731459.789999999, 344559.45 731463.75, 344559.25 731464, 344559 731464.300000001, 344558.75 731464.5, 344558.25 731464.800000001, 344558 731464.9, 344557.7 731465, 344557.45 731465.050000001, 344557.2 731465.050000001, 344555.6 731464.75, 344545.35 731463, 344538.1 731461.699999999, 344536.7 731461.43, 344500 731454.529999999, 344496.12 731453.75, 344492.53 731453.029999999)))",
LISTEDBUILDINGS.1618,1618,,C029,C,30/03/1994,"1-10 City Sq & 5-8 High St, E Wing of City Sq",25255,"POLYGON ((340351.1 730253.699999999, 340361.2 730244.75, 340372.95 730234.4, 340376.25 730231.5, 340376 730231.050000001, 340388 730220.6, 340388.4 730221, 340395.05 730215.1, 340397.2 730213.449999999, 340402.89 730220.039999999, 340407.79 730215.74, 340408.49 730215.140000001, 340409.21 730214.51, 340410.01 730213.810000001, 340412.72 730211.43, 340415.6 730214.75, 340407.59 730221.619999999, 340405.83 730223.130000001, 340403.62 730225.02, 340381.65 730244.25, 340376.49 730248.710000001, 340374.45 730248.25, 340373.76 730251.32, 340369.95 730254.460000001, 340369.9 730254.5, 340366.35 730257.65, 340373.2 730265.65, 340365.65 730272.449999999, 340358.7 730264.4, 340351.85 730256.6, 340351.45 730256.1, 340351.1 730255.6, 340351 730255.25, 340350.85 730254.949999999, 340350.85 730254.550000001, 340350.9 730254.300000001, 340350.95 730254.15, 340350.95 730253.949999999, 340351.1 730253.699999999))",
LISTEDBUILDINGS.1619,1619,,C057,C,30/03/1994,23-29 (odd) Crichton St,25138,"POLYGON ((340336.08 730138.58, 340340.33 730135.49, 340340.8 730135.15, 340347.3 730145.529999999, 340332.6 730156.199999999, 340328.15 730144.35, 340336.08 730138.58))",
LISTEDBUILDINGS.1620,1620,,C056,C,30/03/1994,21 Crichton St,25134,"POLYGON ((340316.83 730154.890000001, 340322.76 730149.26, 340323.9 730148.199999999, 340326.3 730145.949999999, 340328.15 730144.35, 340332.6 730156.199999999, 340323.75 730162.949999999, 340316.83 730154.890000001))",
LISTEDBUILDINGS.1621,1621,,C055,C,30/03/1994,15-19 (odd) Crichton St,25131,"POLYGON ((340313 730158.4, 340315.99 730155.699999999, 340316.83 730154.890000001, 340323.75 730162.949999999, 340322.75 730163.75, 340319.65 730166.199999999, 340313 730158.4))",
LISTEDBUILDINGS.1622,1622,,C058,C,30/03/1994,11-13 Dock St,25142,"POLYGON ((340364.38 730076.029999999, 340372.08 730068.17, 340388.17 730084.130000001, 340381.04 730091.439999999, 340380.6 730091.890000001, 340364.38 730076.029999999))",
LISTEDBUILDINGS.1623,1623,,C059,C,30/03/1994,"Lampstandard, 14 Dock St",25146,"POLYGON ((340389.6 730082.1, 340389.7 730081.1, 340390.9 730081.1, 340390.9 730082.1, 340389.6 730082.1))",
LISTEDBUILDINGS.1624,1624,,C222,C,30/03/1994,"28 Whitehall Cres, Lampstandard",25655,"POLYGON ((340324.1 730068.4, 340324.1 730067.800000001, 340324.6 730067.800000001, 340324.7 730068.4, 340324.1 730068.4))",
LISTEDBUILDINGS.1625,1625,,C218,C,30/03/1994,"10-16 (even) Whitehall Cres, Lampstandard",25647,"POLYGON ((340375.6 730109.5, 340375.6 730109, 340376 730109, 340376 730109.5, 340375.6 730109.5))",
